route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
3,3,120,"BAY STREET",1,"0519",120
3,3,121,"BAY STREET",1,"0523",121
3,3,122,"BAY STREET",1,"0527",122
3,3,123,"BAY STREET",1,"0531",123
3,3,124,"BAY STREET",1,"0535",124
3,3,125,"BAY STREET",1,"0539",125
3,3,126,"BAY STREET",1,"0545",126
4,5,127,"HBLR TONNELLE",0,"342JC005",127
4,5,128,"HBLR TONNELLE",0,"342JC009",127
4,5,129,"HBLR TONNELLE",0,"342JC001",127
4,5,130,"HBLR TONNELLE",0,"342JC007",127
4,5,131,"HBLR TONNELLE",0,"342JC003",127
4,5,132,"HBLR TONNELLE",0,"342JC005",127
4,5,133,"HBLR TONNELLE",0,"342JC009",127
4,5,134,"HBLR TONNELLE",0,"342JC001",127
4,5,135,"HBLR TONNELLE",0,"342JC007",127
4,5,136,"HBLR TONNELLE",0,"342JC003",127
4,5,137,"HBLR TONNELLE",0,"342JC005",127
4,5,138,"HBLR TONNELLE",0,"342JC009",127
4,5,139,"HBLR TONNELLE",0,"342JC001",127
4,5,140,"HBLR TONNELLE",0,"342JC007",127
4,5,141,"HBLR TONNELLE",0,"342JC003",127
4,5,142,"HBLR TONNELLE",0,"342JC005",127
4,5,143,"HBLR TONNELLE",0,"342JC009",127
4,5,144,"HBLR TONNELLE",0,"342JC001",127
4,5,145,"HBLR TONNELLE",0,"342JC007",127
4,5,146,"HBLR TONNELLE",0,"342JC003",127
4,5,147,"HBLR TONNELLE",0,"342JC005",127
4,5,148,"HBLR TONNELLE",0,"342JC009",127
4,5,149,"HBLR TONNELLE",0,"342JC001",127
